no,county,prefecture,province,type,population
2374,Mabian,Leshan,Sichuan,Autonomous county (Yi),"176,530"
2375,Emeishan,Leshan,Sichuan,City,"437,068"
2376,Shunqing,Nanchong,Sichuan,District,"635,999"
2377,Gaoping,Nanchong,Sichuan,District,"585,769"
2378,Jialing,Nanchong,Sichuan,District,"691,489"
2379,Nanbu,Nanchong,Sichuan,County,"1,275,748"
2380,Yingshan,Nanchong,Sichuan,County,"926,940"
2381,Pengan,Nanchong,Sichuan,County,"702,336"
2382,Yilong,Nanchong,Sichuan,County,"1,088,266"
2383,Xichong,Nanchong,Sichuan,County,"643,818"
2384,Langzhong,Nanchong,Sichuan,City,"870,708"
2385,Dongpo,Meishan,Sichuan,District,"840,909"
2386,Pengshan,Meishan,Sichuan,District,"329,777"
2387,Renshou,Meishan,Sichuan,County,"1,571,112"
2388,Hongya,Meishan,Sichuan,County,"343,321"
2389,Danleng,Meishan,Sichuan,County,"163,032"
2390,Qingshen,Meishan,Sichuan,County,"197,029"
2391,Cuiping,Yibin,Sichuan,District,"836,383"
2392,Nanxi,Yibin,Sichuan,District,"335,805"
2393,Yibin,Yibin,Sichuan,County,"813,057"
2394,Jiangan,Yibin,Sichuan,County,"399,829"
2395,Changning,Yibin,Sichuan,County,"340,016"
2396,Gao,Yibin,Sichuan,County,"411,118"
2397,Gong,Yibin,Sichuan,County,"379,798"
2398,Junlian,Yibin,Sichuan,County,"329,056"
2399,Xingwen,Yibin,Sichuan,County,"377,162"
2400,Pingshan,Yibin,Sichuan,County,"249,777"
2401,Guangan,Guangan,Sichuan,District,"858,159"
2402,Qianfeng,Guangan,Sichuan,District,not established
2403,Yuechi,Guangan,Sichuan,County,"778,639"
2404,Wusheng,Guangan,Sichuan,County,"585,624"
2405,Linshui,Guangan,Sichuan,County,"704,695"
2406,Huaying,Guangan,Sichuan,City,"278,359"
2407,Tongchuan,Dazhou,Sichuan,District,"478,276"
2408,Dachuan,Dazhou,Sichuan,District,"1,111,159"
2409,Xuanhan,Dazhou,Sichuan,County,"1,006,826"
2410,Kaijiang,Dazhou,Sichuan,County,"430,878"
2411,Dazhu,Dazhou,Sichuan,County,"876,884"
2412,Qu,Dazhou,Sichuan,County,"1,156,476"
2413,Wanyuan,Dazhou,Sichuan,City,"407,593"
2414,Yucheng,Yaan,Sichuan,District,"355,572"
2415,Mingshan,Yaan,Sichuan,District,"256,484"
2416,Yingjing,Yaan,Sichuan,County,"147,955"
2417,Hanyuan,Yaan,Sichuan,County,"324,408"
2418,Shimian,Yaan,Sichuan,County,"123,600"
2419,Tianquan,Yaan,Sichuan,County,"134,156"
2420,Lushan,Yaan,Sichuan,County,"109,029"
2421,Baoxing,Yaan,Sichuan,County,"56,060"
2422,Bazhou,Bazhong,Sichuan,District,"1,126,790"
2423,Enyang,Bazhong,Sichuan,District,not established
2424,Tongjiang,Bazhong,Sichuan,County,"687,369"
2425,Nanjiang,Bazhong,Sichuan,County,"606,992"
2426,Pingchang,Bazhong,Sichuan,County,"862,620"
2427,Yanjiang,Ziyang,Sichuan,District,"905,729"
2428,Anyue,Ziyang,Sichuan,County,"1,141,347"
2429,Lezhi,Ziyang,Sichuan,County,"546,773"
2430,Jianyang,Ziyang,Sichuan,City,"1,071,215"
2431,Wenchuan,Ngawa,Sichuan,County,"100,776"
2432,Li,Ngawa,Sichuan,County,"46,556"
2433,Mao,Ngawa,Sichuan,County,"104,829"
2434,Songpan,Ngawa,Sichuan,County,"72,309"
2435,Jiuzhaigou,Ngawa,Sichuan,County,"81,394"
2436,Jinchuan,Ngawa,Sichuan,County,"65,976"
2437,Xiaojin,Ngawa,Sichuan,County,"77,731"
2438,Heishui,Ngawa,Sichuan,County,"60,704"
2439,Barkam,Ngawa,Sichuan,County,"58,437"
2440,Zamtang,Ngawa,Sichuan,County,"39,173"
2441,Ngawa,Ngawa,Sichuan,County,"72,391"
2442,Zoige,Ngawa,Sichuan,County,"74,619"
2443,Hongyuan,Ngawa,Sichuan,County,"43,818"
2444,Kangding,Garze,Sichuan,County,"130,142"
2445,Luding,Garze,Sichuan,County,"83,386"
2446,Danba,Garze,Sichuan,County,"59,696"
2447,Jiulong,Garze,Sichuan,County,"62,133"
2448,Yajiang,Garze,Sichuan,County,"50,225"
2449,Dawu,Garze,Sichuan,County,"55,396"
2450,Luhuo,Garze,Sichuan,County,"46,558"
2451,Garze,Garze,Sichuan,County,"68,523"
2452,Xinlong,Garze,Sichuan,County,"50,393"
2453,Dege,Garze,Sichuan,County,"81,503"
2454,Baiyü,Garze,Sichuan,County,"56,290"
2455,Serxü,Garze,Sichuan,County,"80,834"
2456,Sertar,Garze,Sichuan,County,"58,606"
2457,Litang,Garze,Sichuan,County,"69,046"
2458,Batang,Garze,Sichuan,County,"48,649"
2459,Xiangcheng,Garze,Sichuan,County,"33,170"
2460,Daocheng,Garze,Sichuan,County,"31,113"
2461,Derong,Garze,Sichuan,County,"26,209"
2462,Xichang,Liangshan,Sichuan,City,"712,434"
2463,Yanyuan,Liangshan,Sichuan,County,"350,176"
2464,Dechang,Liangshan,Sichuan,County,"214,405"
2465,Huili,Liangshan,Sichuan,County,"430,066"
2466,Huidong,Liangshan,Sichuan,County,"362,944"
2467,Ningnan,Liangshan,Sichuan,County,"170,673"
2468,Puge,Liangshan,Sichuan,County,"155,740"
2469,Butuo,Liangshan,Sichuan,County,"160,151"
2470,Jinyang,Liangshan,Sichuan,County,"165,121"
2471,Zhaojue,Liangshan,Sichuan,County,"251,836"
2472,Xide,Liangshan,Sichuan,County,"165,906"
2473,Mianning,Liangshan,Sichuan,County,"351,245"
2474,Yuexi,Liangshan,Sichuan,County,"269,896"
2475,Ganluo,Liangshan,Sichuan,County,"195,100"
2476,Meigu,Liangshan,Sichuan,County,"221,505"
2477,Leibo,Liangshan,Sichuan,County,"223,885"
2478,Muli,Liangshan,Sichuan,Autonomous county (Tibetan),"131,726"
2479,Heping,Directly administered,Tianjin,District,"273,466"
2480,Hexi,Directly administered,Tianjin,District,"870,632"
2481,Hebei,Directly administered,Tianjin,District,"788,368"
2482,Nankai,Directly administered,Tianjin,District,"1,018,196"
2483,Hedong,Directly administered,Tianjin,District,"860,852"
2484,Hongqiao,Directly administered,Tianjin,District,"531,526"
2485,Jinnan,Directly administered,Tianjin,District,"593,063"
2486,Dongli,Directly administered,Tianjin,District,"569,955"
2487,Xiqing,Directly administered,Tianjin,District,"684,690"
2488,Beichen,Directly administered,Tianjin,District,"669,031"
2489,Binhai,Directly administered,Tianjin,District,"2,482,065"
2490,Baodi,Directly administered,Tianjin,District,"799,057"
2491,Wuqing,Directly administered,Tianjin,District,"949,413"
2492,Ji,Directly administered,Tianjin,County,"784,789"
2493,Jinghai,Directly administered,Tianjin,County,"646,978"
2494,Ninghe,Directly administered,Tianjin,County,"416,143"
2495,Chengguan,Lhasa,Tibet,District,"279,074"
2496,Lhünzhub,Lhasa,Tibet,County,"50,246"
2497,Damxung,Lhasa,Tibet,County,"46,463"
2498,Nyemo,Lhasa,Tibet,County,"28,149"
2499,Qüxü,Lhasa,Tibet,County,"31,860"
2500,Doilungdeqen,Lhasa,Tibet,County,"52,249"
2501,Dagze,Lhasa,Tibet,County,"26,708"
2502,Maizhokunggar,Lhasa,Tibet,County,"44,674"
2503,Karub,Qamdo,Tibet,District,"87,387"
2503,Karub,Qamdo,Tibet,District,"87,387"
2504,Jomdo,Qamdo,Tibet,County,"75,238"
2505,Gonjo,Qamdo,Tibet,County,"38,741"
2506,Riwoqe,Qamdo,Tibet,County,"40,813"
2507,Dengqen,Qamdo,Tibet,County,"63,209"
2508,Zhagyab,Qamdo,Tibet,County,"53,130"
2509,Baxoi,Qamdo,Tibet,County,"41,163"
2510,Zogang,Qamdo,Tibet,County,"40,819"
2511,Markam,Qamdo,Tibet,County,"81,659"
2512,Lhorong,Qamdo,Tibet,County,"44,241"
2513,Banbar,Qamdo,Tibet,County,"32,462"
2514,Nedong,Lhoka,Tibet,County,"57,334"
2515,Zhanang,Lhoka,Tibet,County,"38,268"
2516,Gonggar,Lhoka,Tibet,County,"47,255"
2517,Sangri,Lhoka,Tibet,County,"16,453"
2518,Qonggyai,Lhoka,Tibet,County,"18,089"
2519,Qusum,Lhoka,Tibet,County,"16,943"
2520,Comai,Lhoka,Tibet,County,"14,320"
2521,Lhozhag,Lhoka,Tibet,County,"18,511"
2522,Gyaca,Lhoka,Tibet,County,"18,746"
2523,Lhünze,Lhoka,Tibet,County,"34,097"
2524,Cona,Lhoka,Tibet,County,"14,901"
2525,Nagarze,Lhoka,Tibet,County,"35,235"
2526,Xigaze,Xigaze,Tibet,District,"102,894"
2526,Samzhubze,Xigaze,Tibet,District,"102,894"
2527,Namling,Xigaze,Tibet,County,"79,909"
2528,Gyantse,Xigaze,Tibet,County,"63,398"
2529,Tingri,Xigaze,Tibet,County,"49,108"
2530,Sagya,Xigaze,Tibet,County,"46,118"
2531,Lhatse,Xigaze,Tibet,County,"49,575"
2532,Ngamring,Xigaze,Tibet,County,"47,195"
2533,Xaitongmoin,Xigaze,Tibet,County,"43,532"
2534,Bainang,Xigaze,Tibet,County,"44,240"
2535,Rinbung,Xigaze,Tibet,County,"31,288"
2536,Kangmar,Xigaze,Tibet,County,"20,912"
2537,Dinggye,Xigaze,Tibet,County,"18,458"
2538,Zhongba,Xigaze,Tibet,County,"19,493"
2539,Yadong,Xigaze,Tibet,County,"12,189"
2540,Gyirong,Xigaze,Tibet,County,"13,329"
2541,Nyalam,Xigaze,Tibet,County,"15,147"
2542,Saga,Xigaze,Tibet,County,"12,939"
2543,Gamba,Xigaze,Tibet,County,"10,047"
2544,Nagqu,Nagqu,Tibet,County,"91,859"
2545,Lhari,Nagqu,Tibet,County,"27,955"
2546,Biru,Nagqu,Tibet,County,"51,473"
2547,Nyainrong,Nagqu,Tibet,County,"31,292"
2548,Amdo,Nagqu,Tibet,County,"35,947"
2549,Xainza,Nagqu,Tibet,County,"18,030"
2550,Sog,Nagqu,Tibet,County,"39,036"
2551,Baingoin,Nagqu,Tibet,County,"35,780"
2552,Baqen,Nagqu,Tibet,County,"45,257"
2553,Nyima,Nagqu,Tibet,County,"37,925"
2554,Shuanghu,Nagqu,Tibet,County,"10,000"
2555,Gar,Ngari,Tibet,County,"13,367"
2556,Burang,Ngari,Tibet,County,"8,658"
2557,Zanda,Ngari,Tibet,County,"6,567"
2558,Rutog,Ngari,Tibet,County,"8,292"
2559,Gegyai,Ngari,Tibet,County,"13,524"
2560,Gerze,Ngari,Tibet,County,"20,870"
2561,Coqen,Ngari,Tibet,County,"12,183"
2562,Nyingchi,Nyingchi,Tibet,County,"40,496"
2563,Gongbogyamda,Nyingchi,Tibet,County,"25,677"
2564,Mainling,Nyingchi,Tibet,County,"18,509"
2565,Medog,Nyingchi,Tibet,County,"10,623"
2566,Bome,Nyingchi,Tibet,County,"28,288"
2567,Zayü,Nyingchi,Tibet,County,"25,784"
2568,Nang,Nyingchi,Tibet,County,"14,954"
2569,Tianshan,Ürümqi,Xinjiang,District,"696,277"
2570,Saybagh,Ürümqi,Xinjiang,District,"664,716"
2571,Xinshi,Ürümqi,Xinjiang,District,"730,307"
2572,Shuimogou,Ürümqi,Xinjiang,District,"390,943"
2573,Toutunhe,Ürümqi,Xinjiang,District,"172,796"
2574,Dabancheng,Ürümqi,Xinjiang,District,"40,657"
2575,Midong,Ürümqi,Xinjiang,District,"333,676"
2576,Ürümqi,Ürümqi,Xinjiang,County,"83,187"
2577,Karamay,Karamay,Xinjiang,District,"261,445"
2578,Dushanzi,Karamay,Xinjiang,District,"69,361"
2579,Baijiantan,Karamay,Xinjiang,District,"50,422"
2580,Urho,Karamay,Xinjiang,District,"9,780"
2581,Turpan,Turpan,Xinjiang,City,"273,385"
2582,Piqan,Turpan,Xinjiang,County,"231,297"
2583,Toksun,Turpan,Xinjiang,County,"118,221"
2584,Hami,Hami,Xinjiang,City,"472,175"
2585,Yiwu,Hami,Xinjiang,County,"24,783"
2586,Barkol,Hami,Xinjiang,Autonomous county (Kazakh),"75,442"
2587,Kashgar,Kashgar,Xinjiang,City,"506,640"
2588,Shufu,Kashgar,Xinjiang,County,"311,960"
2589,Shule,Kashgar,Xinjiang,County,"312,455"
2590,Yengisar,Kashgar,Xinjiang,County,"262,067"
2591,Poskam,Kashgar,Xinjiang,County,"206,936"
2592,Yarkand,Kashgar,Xinjiang,County,"762,385"
2593,Kargilik,Kashgar,Xinjiang,County,"454,328"
2594,Makit,Kashgar,Xinjiang,County,"258,978"
2595,Yopurga,Kashgar,Xinjiang,County,"147,688"
2596,Peyziwat,Kashgar,Xinjiang,County,"381,767"
2597,Maralbexi,Kashgar,Xinjiang,County,"336,274"
2598,Taxkorgan,Kashgar,Xinjiang,Autonomous county (Tajik),"37,843"
2599,Hotan,Hotan,Xinjiang,City,"322,300"
2600,Hotan,Hotan,Xinjiang,County,"269,941"
2601,Karakash,Hotan,Xinjiang,County,"500,114"
2602,Pishan,Hotan,Xinjiang,County,"258,210"
2603,Lop,Hotan,Xinjiang,County,"232,916"
2604,Chira,Hotan,Xinjiang,County,"147,050"
2605,Keriye,Hotan,Xinjiang,County,"249,899"
2606,Minfeng,Hotan,Xinjiang,County,"33,932"
2607,Tacheng,Tacheng,Xinjiang,City,"163,606"
2608,Wusu,Tacheng,Xinjiang,City,"215,430"
2609,Emin,Tacheng,Xinjiang,County,"207,735"
2610,Shawan,Tacheng,Xinjiang,County,"206,968"
2611,Toli,Tacheng,Xinjiang,County,"93,896"
2612,Yumin,Tacheng,Xinjiang,County,"55,507"
2613,Hoboksar,Tacheng,Xinjiang,Autonomous county (Mongol),"51,634"
2614,Altay,Altay,Xinjiang,City,"190,064"
2615,Burqin,Altay,Xinjiang,County,"66,758"
2616,Fuyun,Altay,Xinjiang,County,"87,886"
2617,Fuhai,Altay,Xinjiang,County,"81,845"
2618,Habahe,Altay,Xinjiang,County,"82,507"
2619,Qinggil,Altay,Xinjiang,County,"58,858"
2620,Jeminay,Altay,Xinjiang,County,"35,365"
2621,Changji,Changji,Xinjiang,City,"426,253"
2622,Fukang,Changji,Xinjiang,City,"165,006"
2623,Hutubi,Changji,Xinjiang,County,"210,201"
2624,Manas,Changji,Xinjiang,County,"237,558"
2625,Qitai,Changji,Xinjiang,County,"210,566"
2626,Jimsar,Changji,Xinjiang,County,"113,284"
2627,Mori,Changji,Xinjiang,Autonomous county (Kazakh),"65,719"
2628,Bole,Bortala,Xinjiang,City,"259,557"
2629,Alashankou,Bortala,Xinjiang,City,not established
2630,Jinghe,Bortala,Xinjiang,County,"139,661"
2631,Wenquan,Bortala,Xinjiang,County,"73,700"
2632,Korla,Bayingholin,Xinjiang,City,"549,324"
2633,Luntai,Bayingholin,Xinjiang,County,"116,166"
2634,Yuli,Bayingholin,Xinjiang,County,"96,068"
2635,Ruoqiang,Bayingholin,Xinjiang,County,"35,580"
2636,Qiemo,Bayingholin,Xinjiang,County,"65,572"
2637,Hejing,Bayingholin,Xinjiang,County,"160,804"
2638,Hoxud,Bayingholin,Xinjiang,County,"72,556"
2639,Bohu,Bayingholin,Xinjiang,County,"54,788"
2640,Yanqi,Bayingholin,Xinjiang,Autonomous county (Hui),"127,628"
2641,Aksu,Aksu,Xinjiang,City,"535,657"
2642,Wensu,Aksu,Xinjiang,County,"233,933"
2643,Kuchar,Aksu,Xinjiang,County,"462,588"
2644,Shayar,Aksu,Xinjiang,County,"257,502"
2645,Toksu,Aksu,Xinjiang,County,"172,064"
2646,Baicheng,Aksu,Xinjiang,County,"229,252"
2647,Uqturpan,Aksu,Xinjiang,County,"197,990"
2648,Awat,Aksu,Xinjiang,County,"237,562"
2649,Kalpin,Aksu,Xinjiang,County,"44,261"
2650,Artux,Kizilsu,Xinjiang,City,"225,054"
2651,Akto,Kizilsu,Xinjiang,County,"181,049"
2652,Akqi,Kizilsu,Xinjiang,County,"39,764"
2653,Ulugqat,Kizilsu,Xinjiang,County,"54,140"
2654,Yining,Ili,Xinjiang,City,"515,082"
2655,Kuitun,Ili,Xinjiang,City,"166,261"
2656,Korgas,Ili,Xinjiang,City,not established
2657,Yining,Ili,Xinjiang,County,"372,590"
2658,Huocheng,Ili,Xinjiang,County,"352,689"
2659,Gongliu,Ili,Xinjiang,County,"164,860"
2660,Xinyuan,Ili,Xinjiang,County,"282,718"
2661,Zhaosu,Ili,Xinjiang,County,"148,187"
2662,Tekes,Ili,Xinjiang,County,"142,718"
2663,Nilka,Ili,Xinjiang,County,"157,743"
2664,Qapqal,Ili,Xinjiang,Autonomous county (Xibe),"179,744"
2665,Shihezi,Direct administration,Xinjiang,City,"380,130"
2666,Aral,Direct administration,Xinjiang,City,"166,205"
2667,Tumushuke,Direct administration,Xinjiang,City,"213,300"
2668,Wujiaqu,Direct administration,Xinjiang,City,"72,613"
2669,Beitun,Direct administration,Xinjiang,City,not established
2670,Tiemenguan,Direct administration,Xinjiang,City,not established
2671,Shuanghe,Direct administration,Xinjiang,City,not established
2672,Wuhua,Kunming,Yunnan,District,"855,521"
2673,Panlong,Kunming,Yunnan,District,"809,881"
2674,Guandu,Kunming,Yunnan,District,"853,371"
2675,Xishan,Kunming,Yunnan,District,"753,813"
2676,Dongchuan,Kunming,Yunnan,District,"271,917"
2677,Chenggong,Kunming,Yunnan,District,"310,843"
2678,Jinning,Kunming,Yunnan,County,"283,784"
2679,Fumin,Kunming,Yunnan,County,"145,554"
2680,Yiliang,Kunming,Yunnan,County,"419,400"
2681,Songming,Kunming,Yunnan,County,"287,095"
2682,Shilin,Kunming,Yunnan,Autonomous county (Yi),"246,220"
2683,Luquan,Kunming,Yunnan,Autonomous county (Yi & Miao),"396,404"
2684,Xundian,Kunming,Yunnan,Autonomous county (Hui & Yi),"457,068"
2685,Anning,Kunming,Yunnan,City,"341,341"
2686,Qilin,Qujing,Yunnan,District,"740,747"
2687,Malong,Qujing,Yunnan,County,"184,989"
2688,Luliang,Qujing,Yunnan,County,"622,397"
2689,Shizong,Qujing,Yunnan,County,"392,361"
2690,Luoping,Qujing,Yunnan,County,"549,680"
2691,Fuyuan,Qujing,Yunnan,County,"722,640"
2692,Huize,Qujing,Yunnan,County,"908,292"
2693,Zhanyi,Qujing,Yunnan,County,"431,058"
2694,Xuanwei,Qujing,Yunnan,City,"1,302,891"
2695,Hongta,Yuxi,Yunnan,District,"495,129"
2696,Jiangchuan,Yuxi,Yunnan,County,"280,889"
2697,Chengjiang,Yuxi,Yunnan,County,"169,366"
2698,Tonghai,Yuxi,Yunnan,County,"300,800"
2699,Huaning,Yuxi,Yunnan,County,"214,650"
2700,Yimen,Yuxi,Yunnan,County,"177,110"
2701,Eshan,Yuxi,Yunnan,Autonomous county (Yi),"162,831"
2702,Xinping,Yuxi,Yunnan,Autonomous county (Yi & Dai),"285,344"
2703,Yuanjiang,Yuxi,Yunnan,"Autonomous county (Hani, Yi, & Dai)","217,392"
2704,Longyang,Baoshan,Yunnan,District,"935,618"
2705,Shidian,Baoshan,Yunnan,County,"305,223"
2706,Tengchong,Baoshan,Yunnan,County,"644,765"
2707,Longling,Baoshan,Yunnan,County,"277,319"
2708,Changning,Baoshan,Yunnan,County,"343,566"
2709,Zhaoyang,Zhaotong,Yunnan,District,"787,845"
2710,Ludian,Zhaotong,Yunnan,County,"390,654"
2711,Qiaojia,Zhaotong,Yunnan,County,"516,349"
2712,Yanjin,Zhaotong,Yunnan,County,"369,881"
2713,Daguan,Zhaotong,Yunnan,County,"263,225"
2714,Yongshan,Zhaotong,Yunnan,County,"394,267"
2715,Suijiang,Zhaotong,Yunnan,County,"153,091"
2716,Zhenxiong,Zhaotong,Yunnan,County,"1,328,375"
2717,Yiliang,Zhaotong,Yunnan,County,"521,838"
2718,Weixin,Zhaotong,Yunnan,County,"385,865"
2719,Shuifu,Zhaotong,Yunnan,County,"102,143"
2720,Gucheng,Lijiang,Yunnan,District,"211,151"
2721,Yulong,Lijiang,Yunnan,Autonomous county (Naxi),"214,697"
2722,Yongsheng,Lijiang,Yunnan,County,"392,024"
2723,Huaping,Lijiang,Yunnan,County,"168,028"
2724,Ninglang,Lijiang,Yunnan,Autonomous county (Yi),"258,869"
2725,Simao,Puer,Yunnan,District,"296,500"
2726,Ninger,Puer,Yunnan,Autonomous county (Hani & Yi),"185,700"
2727,Mojiang,Puer,Yunnan,Autonomous county (Hani),"360,500"
2728,Jingdong,Puer,Yunnan,Autonomous county (Yi),"359,500"
2729,Jinggu,Puer,Yunnan,Autonomous county (Dai & Yi),"291,700"
2730,Zhenyuan,Puer,Yunnan,"Autonomous county (Yi, Hani, & Lahu)","208,600"
2731,Jiangcheng,Puer,Yunnan,Autonomous county (Hani & Yi),"121,500"
2732,Menglian,Puer,Yunnan,"Autonomous county (Dai, Lahu, & Va)","135,500"
2733,Lancang,Puer,Yunnan,Autonomous county (Lahu),"491,900"
2734,Ximeng,Puer,Yunnan,Autonomous county (Va),"91,300"
2735,Linxiang,Lincang,Yunnan,District,"323,708"
2736,Fengqing,Lincang,Yunnan,County,"458,330"
2737,Yun,Lincang,Yunnan,County,"449,460"
2738,Yongde,Lincang,Yunnan,County,"369,702"
2739,Zhenkang,Lincang,Yunnan,County,"176,356"
2740,Shuangjiang,Lincang,Yunnan,"Autonomous county (Lahu, Va, Blang, & Dai)","176,549"
2741,Gengma,Lincang,Yunnan,Autonomous county (Dai & Va),"296,302"
2742,Cangyuan,Lincang,Yunnan,Autonomous county (Va),"179,098"
2743,Chuxiong,Chuxiong,Yunnan,City,"588,620"
2744,Shuangbai,Chuxiong,Yunnan,County,"159,867"
2745,Mouding,Chuxiong,Yunnan,County,"208,726"
2746,Nanhua,Chuxiong,Yunnan,County,"236,138"
2747,Yaoan,Chuxiong,Yunnan,County,"197,676"
2748,Dayao,Chuxiong,Yunnan,County,"273,315"
2749,Yongren,Chuxiong,Yunnan,County,"109,304"
2750,Yuanmou,Chuxiong,Yunnan,County,"215,795"
2751,Wuding,Chuxiong,Yunnan,County,"271,963"
2752,Lufeng,Chuxiong,Yunnan,County,"422,770"
2753,Mengzi,Honghe,Yunnan,City,"417,200"
2754,Gejiu,Honghe,Yunnan,City,"459,800"
2755,Kaiyuan,Honghe,Yunnan,City,"322,700"
2756,Mile,Honghe,Yunnan,City,"539,700"
2757,Shiping,Honghe,Yunnan,County,"299,100"
2758,Jianshui,Honghe,Yunnan,County,"531,500"
2759,Luxi,Honghe,Yunnan,County,"400,700"
2760,Yuanyang,Honghe,Yunnan,County,"396,800"
2761,Honghe,Honghe,Yunnan,County,"296,500"
2762,Lüchun,Honghe,Yunnan,County,"222,200"
2763,Pingbian,Honghe,Yunnan,Autonomous county (Miao),"154,000"
2764,Jinping,Honghe,Yunnan,"Autonomous county (Miao, Yao, & Dai)","356,200"
2765,Hekou,Honghe,Yunnan,Autonomous county (Yao),"104,600"
2766,Wenshan,Wenshan,Yunnan,City,"481,504"
2767,Yanshan,Wenshan,Yunnan,County,"463,264"
2768,Xichou,Wenshan,Yunnan,County,"255,286"
2769,Malipo,Wenshan,Yunnan,County,"277,960"
2770,Maguan,Wenshan,Yunnan,County,"367,507"
2771,Qiubei,Wenshan,Yunnan,County,"477,441"
2772,Guangnan,Wenshan,Yunnan,County,"787,449"
2773,Funing,Wenshan,Yunnan,County,"407,530"
2774,Jinghong,Xishuangbanna,Yunnan,City,"519,935"
2775,Menghai,Xishuangbanna,Yunnan,County,"331,850"
2776,Mengla,Xishuangbanna,Yunnan,County,"281,730"
2777,Dali,Dali,Yunnan,City,"652,000"
2778,Xiangyun,Dali,Yunnan,County,"456,000"
2779,Binchuan,Dali,Yunnan,County,"349,000"
2780,Midu,Dali,Yunnan,County,"313,000"
2781,Yongping,Dali,Yunnan,County,"175,000"
2782,Yunlong,Dali,Yunnan,County,"200,000"
2783,Eryuan,Dali,Yunnan,County,"268,000"
2784,Jianchuan,Dali,Yunnan,County,"170,000"
2785,Heqing,Dali,Yunnan,County,"255,000"
2786,Yangbi,Dali,Yunnan,Autonomous county (Yi),"102,000"
2787,Nanjian,Dali,Yunnan,Autonomous county (Yi),"212,000"
2788,Weishan,Dali,Yunnan,Autonomous county (Yi & Hui),"304,000"
2789,Ruili,Dehong,Yunnan,City,"180,627"
2790,Luxi,Dehong,Yunnan,City,"389,891"
2790,Mang,Dehong,Yunnan,City,"389,891"
2791,Lianghe,Dehong,Yunnan,County,"154,175"
2792,Yingjiang,Dehong,Yunnan,County,"305,167"
2793,Longchuan,Dehong,Yunnan,County,"181,580"
2794,Lushui,Nujiang,Yunnan,County,"184,835"
2795,Fugong,Nujiang,Yunnan,County,"98,616"
2796,Gongshan,Nujiang,Yunnan,Autonomous county (Derung & Nu),"37,894"
2797,Lanping,Nujiang,Yunnan,Autonomous county (Bai & Pumi),"212,992"
2798,Shangri-La,Deqen,Yunnan,County,"172,988"
2799,Deqen,Deqen,Yunnan,County,"66,589"
2800,Weixi,Deqen,Yunnan,Autonomous county (Lisu),"160,605"
2801,Shangcheng,Hangzhou,Zhejiang,District,"344,600"
2802,Xiacheng,Hangzhou,Zhejiang,District,"526,100"
2803,Jianggan,Hangzhou,Zhejiang,District,"998,800"
2804,Gongshu,Hangzhou,Zhejiang,District,"551,900"
2805,Xihu,Hangzhou,Zhejiang,District,"820,000"
2806,Binjiang,Hangzhou,Zhejiang,District,"319,000"
2807,Xiaoshan,Hangzhou,Zhejiang,District,"1,511,300"
2808,Yuhang,Hangzhou,Zhejiang,District,"1,170,300"
2809,Tonglu,Hangzhou,Zhejiang,County,"406,400"
2810,Chunan,Hangzhou,Zhejiang,County,"336,800"
2811,Jiande,Hangzhou,Zhejiang,City,"430,800"
2812,Fuyang,Hangzhou,Zhejiang,City,"717,700"
2813,Linan,Hangzhou,Zhejiang,City,"566,700"
2814,Haishu,Ningbo,Zhejiang,District,"373,742"
2815,Jiangdong,Ningbo,Zhejiang,District,"366,648"
2816,Jiangbei,Ningbo,Zhejiang,District,"361,242"
2817,Beilun,Ningbo,Zhejiang,District,"612,267"
2818,Zhenhai,Ningbo,Zhejiang,District,"418,500"
2819,Yinzhou,Ningbo,Zhejiang,District,"1,359,198"
2820,Xiangshan,Ningbo,Zhejiang,County,"503,279"
2821,Ninghai,Ningbo,Zhejiang,County,"646,074"
2822,Yuyao,Ningbo,Zhejiang,City,"1,010,659"
2823,Cixi,Ningbo,Zhejiang,City,"1,462,383"
2824,Fenghua,Ningbo,Zhejiang,City,"491,697"
2825,Lucheng,Wenzhou,Zhejiang,District,"1,293,300"
2826,Longwan,Wenzhou,Zhejiang,District,"749,300"
2827,Ouhai,Wenzhou,Zhejiang,District,"996,900"
2828,Dongtou,Wenzhou,Zhejiang,County,"87,700"
2829,Yongjia,Wenzhou,Zhejiang,County,"789,200"
2830,Pingyang,Wenzhou,Zhejiang,County,"761,700"
2831,Wencheng,Wenzhou,Zhejiang,County,"212,100"
2832,Taishun,Wenzhou,Zhejiang,County,"233,400"
2833,Cangnan,Wenzhou,Zhejiang,County,"1,184,600"
2834,Ruian,Wenzhou,Zhejiang,City,"1,424,700"
2835,Yueqing,Wenzhou,Zhejiang,City,"1,389,300"
2836,Nanhu,Jiaxing,Zhejiang,District,"612,771"
2837,Xiuzhou,Jiaxing,Zhejiang,District,"589,253"
2838,Jiashan,Jiaxing,Zhejiang,County,"574,233"
2839,Haiyan,Jiaxing,Zhejiang,County,"430,928"
2840,Haining,Jiaxing,Zhejiang,City,"807,094"
2841,Pinghu,Jiaxing,Zhejiang,City,"671,851"
2842,Tongxiang,Jiaxing,Zhejiang,City,"815,803"
2843,Wuxing,Huzhou,Zhejiang,District,"757,165"
2844,Nanxun,Huzhou,Zhejiang,District,"536,054"
2845,Deqing,Huzhou,Zhejiang,County,"491,789"
2846,Changxing,Huzhou,Zhejiang,County,"641,982"
